Tiêu đề,Giá (tỷ),Diện tích (m²),PN,WC,Địa chỉ,Hướng,Link,Giá/m² (triệu)
Căn hộ Avalon Saigon Apartments hướng ban công tây đầy đủ nội thất diện tích 104m²,20.0,104.0,2,2,Quận 1,,https://rever.vn/mua/can-ho-avalon-saigon-apartments-huong-ban-cong-tay-day-du-noi-that-dien-tich-104m2,192.31
"Căn hộ The Metropole Thủ Thiêm, diện tích 70.57m²",18.0,70.57,2,2,Quận 2,,https://rever.vn/mua/can-ho-the-metropole-thu-thiem-dien-tich-70-57m2,255.07
"Bán Căn hộ 3 phòng ngủ view sông Quận 1, Empire City hướng Tây Nam, diện tích 127m²",25.0,127.0,3,2,Quận 2,Đông Bắc,https://rever.vn/mua/ban-can-ho-3-phong-ngu-view-song-quan-1-empire-city-huong-tay-nam-dien-tich-127m2,196.85
"(Foreigner Quota) Căn hộ The Metropole Thủ Thiêm hướng Đông Bắc, diện tích 83m²",15.0,83.0,2,2,Quận 2,Tây Nam,https://rever.vn/mua/foreigner-quota-can-ho-the-metropole-thu-thiem-huong-dong-bac-dien-tich-83m2,180.72
"Căn hộ The Beverly hướng Tây Nam, diện tích 48.7m²",3.5,48.7,1,1,Quận 9,,https://rever.vn/mua/can-ho-the-beverly-huong-tay-nam-dien-tich-48-7m2-8,71.87
"Căn hộ The Beverly hướng Đông Nam, diện tích 48.7m²",4.16,48.7,1,1,Quận 9,,https://rever.vn/mua/can-ho-the-beverly-huong-dong-nam-dien-tich-48-7m2-4,85.42
"Căn hộ The Beverly hướng Tây Nam, diện tích 48.7m²",3.58,48.7,1,1,Quận 9,,https://rever.vn/mua/can-ho-the-beverly-huong-tay-nam-dien-tich-48-7m2-7,73.51
"Căn hộ The Beverly hướng Đông Bắc, diện tích 49m²",3.5,49.0,1,1,Quận 9,,https://rever.vn/mua/can-ho-the-beverly-huong-dong-bac-dien-tich-49m2-1,71.43
"Căn hộ The Beverly hướng Tây Nam, diện tích 48.9m²",3.34,48.9,1,1,Quận 9,,https://rever.vn/mua/can-ho-the-beverly-huong-tay-nam-dien-tich-48-9m2,68.3
"Căn hộ The Beverly hướng Đông Bắc, diện tích 28.6m²",2.9,28.6,1,1,Quận 9,,https://rever.vn/mua/can-ho-the-beverly-huong-dong-bac-dien-tich-28-6m2-4,101.4
"Căn hộ The Beverly hướng Đông Nam, diện tích 49m²",4.3,49.0,1,1,Quận 9,,https://rever.vn/mua/can-ho-the-beverly-huong-dong-nam-dien-tich-49m2,87.76
"Căn hộ The Beverly hướng Tây Nam, diện tích 48.7m²",3.35,48.7,1,1,Quận 9,,https://rever.vn/mua/can-ho-the-beverly-huong-tay-nam-dien-tich-48-7m2-6,68.79
"Căn hộ The Beverly hướng Tây Nam, diện tích 48.7m²",3.3,48.7,1,1,Quận 9,,https://rever.vn/mua/can-ho-the-beverly-huong-tay-nam-dien-tich-48-7m2-5,67.76
"Căn hộ The Beverly hướng Đông Bắc, diện tích 28.6m²",2.21,28.6,1,1,Quận 9,,https://rever.vn/mua/can-ho-the-beverly-huong-dong-bac-dien-tich-28-6m2-3,77.27
"Căn hộ The Beverly hướng Tây Nam, diện tích 29.5m²",2.95,29.5,1,1,Quận 9,,https://rever.vn/mua/can-ho-the-beverly-huong-tay-nam-dien-tich-29-5m2,100.0
"Căn hộ  Vinhomes Grand Park, diện tích 66,5 m²",3.0,66.5,2,2,Quận 9,,https://rever.vn/mua/can-ho-vinhomes-grand-park-dien-tich-66-5-m2,45.11
"Căn hộ Empire City đầy đủ nội thất, hướng Đông Nam.",8.0,63.8,1,1,Quận 2,Đông Bắc,https://rever.vn/mua/can-ho-empire-city-day-du-noi-that-huong-dong-nam,125.39
"Căn hộ Empire City hướng Tây Nam, diện tích 127.03m²",20.0,127.03,3,2,Quận 2,Đông Bắc,https://rever.vn/mua/can-ho-cao-cap-empire-city-tang-9-dien-tich-127-03m2-noi-that-co-ban,157.44
Căn hộ D'Lusso nội thất cơ bản diện tích 72m².,5.4,72.0,2,2,Quận 2,,https://rever.vn/mua/can-ho-d-lusso-noi-that-co-ban-dien-tich-72m2,75.0
"Căn hộ Vinhomes Grand Park, diện tích 59.1m²",2.48,59.1,2,1,Quận 9,,https://rever.vn/mua/can-ho-vinhomes-grand-park-dien-tich-59-1m2-1,41.96
"Căn hộ Vinhomes Grand Park tầng cao mát mẻ, đầy đủ nội thất.",3.4,69.0,2,2,Quận 9,Tây Nam,https://rever.vn/mua/can-ho-vinhomes-grand-park-tang-cao-mat-me-day-du-noi-that-2,49.28
"Căn hộ Vinhomes Grand Park hướng Tây Bắc, diện tích 69.3m²",3.0,69.3,2,2,Quận 9,Đông Nam,https://rever.vn/mua/can-ho-vinhomes-grand-park-huong-tay-bac-dien-tich-69-3m2-3,43.29
"Căn hộ Vinhomes Grand Park hướng Đông Nam, diện tích 68m²",2.8,68.0,2,2,Quận 9,Tây Bắc,https://rever.vn/mua/can-ho-vinhomes-grand-park-huong-dong-nam-dien-tich-68m2,41.18
"Căn hộ Vinhomes Grand Park tầng 30 cửa hướng Đông Nam, đầy đủ nội thất.",2.3,59.1,2,1,Quận 9,Đông Nam,https://rever.vn/mua/can-ho-vinhomes-grand-park-tang-30-cua-huong-dong-nam-day-du-noi-that,38.92
Căn hộ Vinhomes Grand Park hướng ban công tây bắc nội thất cơ bản diện tích 61.5m²,2.4,61.5,2,2,Quận 9,,https://rever.vn/mua/can-ho-vinhomes-grand-park-huong-ban-cong-tay-bac-noi-that-co-ban-dien-tich-61-5m2-2,39.02
"Căn hộ Vinhomes Grand Park tầng 23 nội thất đầy đủ hiện đại, view thoáng",2.85,67.5,2,2,Quận 9,Tây Bắc,https://rever.vn/mua/can-ho-vinhomes-grand-park-tang-23-noi-that-day-du-hien-dai-view-thoang,42.22
Căn hộ Vinhomes Grand Park hướng ban công đông nam không có nội thất diện tích 69m².,2.7,69.0,2,2,Quận 9,Tây Bắc,https://rever.vn/mua/can-ho-vinhomes-grand-park-huong-ban-cong-dong-nam-khong-co-noi-that-dien-tich-69m2-2,39.13
"Căn hộ Vinhomes Grand Park hướng Đông Bắc, diện tích 69.4m²",2.9,69.4,2,2,Quận 9,,https://rever.vn/mua/can-ho-vinhomes-grand-park-huong-dong-bac-dien-tich-69-4m2,41.79
Căn hộ Vinhomes Grand Park tầng cao lộng gió hướng view sông.,2.05,59.0,2,1,Quận 9,,https://rever.vn/mua/can-ho-vinhomes-grand-park-tang-cao-long-gio-huong-view-song,34.75
"Căn hộ Vinhomes Grand Park hướng Đông Bắc, diện tích 46.5m²",1.78,46.5,1,1,Quận 9,,https://rever.vn/mua/can-ho-vinhomes-grand-park-huong-dong-bac-dien-tich-46-5m2-2,38.28
"Căn hộ Vinhomes Grand Park kèm nội thất cơ bản, view nội khu.",2.1,47.0,1,1,Quận 9,Đông Bắc,https://rever.vn/mua/can-ho-vinhomes-grand-park-kem-noi-that-co-ban-view-noi-khu,44.68
"Căn hộ Vinhomes Grand Park hướng Đông Nam, diện tích 58.9m²",2.58,58.9,2,2,Quận 9,Tây Bắc,https://rever.vn/mua/can-ho-vinhomes-grand-park-huong-dong-nam-dien-tich-58-9m2-1,43.8
"Căn hộ Vinhomes Grand Park view đón gió mát, nội thất cơ bản.",2.5,59.0,2,1,Quận 9,,https://rever.vn/mua/can-ho-vinhomes-grand-park-view-don-gio-mat-noi-that-co-ban-8,42.37
"Căn hộ Duplex Feliz en Vista, diện tích 102m²",8.8,102.0,2,2,Quận 2,,https://rever.vn/mua/can-ho-duplex-feliz-en-vista-dien-tich-102m2,86.27
"Căn hộ 2PN+  Vinhomes Grand Park hướng Đông Nam, đầy đủ nội thất.",3.2,69.2,2,2,Quận 9,Tây Bắc,https://rever.vn/mua/can-ho-2pn-vinhomes-grand-park-huong-dong-nam-day-du-noi-that,46.24
"Căn hộ Vinhomes Grand Park hướng Đông Bắc, diện tích 67.6m²",2.5,67.6,2,2,Quận 9,Tây Nam,https://rever.vn/mua/can-ho-vinhomes-grand-park-huong-dong-bac-dien-tich-67-6m2,36.98
"Căn hộ Vinhomes Grand Park hướng Tây Bắc, diện tích 59m²",2.55,59.0,2,1,Quận 9,Đông Nam,https://rever.vn/mua/can-ho-vinhomes-grand-park-huong-tay-bac-dien-tich-59m2-16,43.22
"Căn hộ Dragon Hill Residence 2PN,2Wc diện tích 67m² đầy đủ nội thất đẹp",2.8,67.0,2,2,Nhà Bè,Đông Nam,https://rever.vn/mua/can-ho-dragon-hill-residence-2pn-2wc-dien-tich-67m2-day-du-noi-that-dep,41.79
Căn hộ 3 phòng ngủ Empire City view sông trực diện ,24.0,127.0,3,2,Quận 2,Đông Bắc,https://rever.vn/mua/can-ho-3-phong-ngu-empire-city-view-song-truc-dien,188.98
"Căn hộ Vinhomes Grand Park tầng trung, view khu dân cư.",2.2,59.0,2,1,Quận 9,Đông Nam,https://rever.vn/mua/can-ho-vinhomes-grand-park-tang-trung-view-khu-dan-cu,37.29
Căn hộ Vinhomes Grand Park không có nội thất diện tích 47.1m²,2.7,47.1,1,1,Quận 9,,https://rever.vn/mua/can-ho-vinhomes-grand-park-khong-co-noi-that-dien-tich-47-1m2,57.32
"Căn hộ tầng cao Vinhomes Grand Park hướng Đông, nội thất cơ bản.",2.06,46.0,1,1,Quận 9,Đông,https://rever.vn/mua/can-ho-tang-cao-vinhomes-grand-park-huong-dong-noi-that-co-ban,44.78
"Căn hộ Vinhomes Grand Park hướng Bắc, diện tích 81.7m²",3.31,81.7,3,2,Quận 9,,https://rever.vn/mua/can-ho-vinhomes-grand-park-huong-bac-dien-tich-81-7m2-1,40.51
"Căn hộ The Beverly hướng Đông Bắc, diện tích 48.5m²",3.0,48.5,1,1,Quận 9,,https://rever.vn/mua/can-ho-the-beverly-huong-dong-bac-dien-tich-48-5m2,61.86
"Căn hộ The Beverly hướng Tây Nam, diện tích 48.7m²",3.43,48.7,1,1,Quận 9,,https://rever.vn/mua/can-ho-the-beverly-huong-tay-nam-dien-tich-48-7m2,70.43
